Symbol,Industry,Sector
SDHC,Real Estate - Development,Real Estate
VLGEA,Grocery Stores,Consumer Staples
DGICA,Insurance - Property & Casualty,Financials
MAMA,Packaged Foods,Consumer Staples
AMSF,Insurance - Specialty,Financials
BRCB,Restaurants,Consumer Discretionary
PURR,Capital Markets,Financials
TCBX,Banks - Regional,Financials
ISOU,Uranium,Energy
IPI,Agricultural Inputs,Materials
PGC,Banks - Regional,Financials
NRGV,Utilities - Renewable,Utilities
DC,Gold,Materials
RSVR,Entertainment,Communication Services
FISI,Banks - Regional,Financials
NTGR,Communication Equipment,Technology
ARKO,Specialty Retail,Consumer Discretionary
NFGC,Gold,Materials
SHBI,Banks - Regional,Financials
AIV,REIT - Residential,Real Estate
DRTS,Biotechnology,Healthcare
LBRX,Biotechnology,Healthcare
GDOT,Credit Services,Financials
VOR,Biotechnology,Healthcare
SABR,Software - Infrastructure,Technology
TCMD,Medical Devices,Healthcare
ALRS,Banks - Regional,Financials
PRME,Biotechnology,Healthcare
NGVC,Grocery Stores,Consumer Staples
CBRL,Restaurants,Consumer Discretionary
HIFS,Banks - Regional,Financials
ALOY,Other Industrial Metals & Mining,Materials
TRTX,REIT - Mortgage,Real Estate
REPL,Biotechnology,Healthcare
GEVO,Specialty Chemicals,Materials
MITK,Software - Application,Technology
HSHP,Marine Shipping,Industrials
RRBI,Banks - Regional,Financials
GAU,Gold,Materials
BCSS,Shell Companies,Financials
CTO,REIT - Diversified,Real Estate
VITL,Farm Products,Consumer Staples
EVAC,Shell Companies,Financials
KE,Electrical Equipment & Parts,Industrials
TASK,Information Technology Services,Technology
AMWD,"Furnishings, Fixtures & Appliances",Consumer Discretionary
CEPF,Shell Companies,Financials
NPB,Banks - Regional,Financials
GOGO,Telecom Services,Communication Services
TMQ,Other Industrial Metals & Mining,Materials
TREE,Financial Conglomerates,Financials
HY,Farm & Heavy Construction Machinery,Industrials
MAX,Internet Content & Information,Communication Services
WDH,Insurance - Diversified,Financials
FIP,Conglomerates,Industrials
MTA,Other Precious Metals & Mining,Materials
SSTK,Internet Content & Information,Communication Services
GLRE,Insurance - Reinsurance,Financials
CLNE,Oil & Gas Refining & Marketing,Energy
HZO,Specialty Retail,Consumer Discretionary
CRSR,Computer Hardware,Technology
ANNA,Oil & Gas Exploration & Production,Energy
BCAL,Banks - Regional,Financials
CGNT,Software - Infrastructure,Technology
MDXG,Biotechnology,Healthcare
CCXI,Shell Companies,Financials
URG,Uranium,Energy
ETD,"Furnishings, Fixtures & Appliances",Consumer Discretionary
UMAC,Computer Hardware,Technology
THM,Gold,Materials
ZURA,Biotechnology,Healthcare
MSIF,Asset Management,Financials
SXC,Coking Coal,Materials
RSKD,Software - Application,Technology
CASS,Specialty Business Services,Industrials
NFBK,Banks - Regional,Financials
SG,Restaurants,Consumer Discretionary
TRON,Leisure,Consumer Discretionary
DNUT,Grocery Stores,Consumer Staples
CTKB,Medical Devices,Healthcare
CDNL,Engineering & Construction,Industrials
VALN,Biotechnology,Healthcare
AMC,Entertainment,Communication Services
VPG,Scientific & Technical Instruments,Technology
UHT,REIT - Healthcare Facilities,Real Estate
TECX,Biotechnology,Healthcare
KRT,Packaging & Containers,Consumer Discretionary
ALLO,Biotechnology,Healthcare
PAR,Software - Application,Technology
GAIN,Asset Management,Financials
YDES,Biotechnology,Healthcare
PKE,Aerospace & Defense,Industrials
TATT,Aerospace & Defense,Industrials
LPTH,Electronic Components,Technology
EVER,Internet Content & Information,Communication Services
ASPI,Chemicals,Materials
BMM,Other,-
AROW,Banks - Regional,Financials
BZH,Residential Construction,Consumer Discretionary
SIBN,Medical Devices,Healthcare
BWAY,Medical Devices,Healthcare
CABO,Telecom Services,Communication Services
EBF,Business Equipment & Supplies,Industrials
EVGO,Specialty Retail,Consumer Discretionary
DDL,Grocery Stores,Consumer Staples
ZVRA,Biotechnology,Healthcare
ACIC,Insurance - Property & Casualty,Financials
WRN,Other Industrial Metals & Mining,Materials
AHRT,REIT - Diversified,Real Estate
AEXA,Shell Companies,Financials
BHB,Banks - Regional,Financials
GOOD,REIT - Diversified,Real Estate
MBUU,Recreational Vehicles,Consumer Discretionary
MOV,Luxury Goods,Consumer Discretionary
ANGX,Entertainment,Communication Services
CRMD,Biotechnology,Healthcare
EIKN,Biotechnology,Healthcare
BAND,Software - Infrastructure,Technology
AVR,Medical Instruments & Supplies,Healthcare
PFIS,Banks - Regional,Financials
AGMB,Biotechnology,Healthcare
NXDR,Internet Content & Information,Communication Services
ULH,Trucking,Industrials
ERII,Pollution & Treatment Controls,Industrials
GTN.A,Broadcasting,Communication Services
OXM,Apparel Manufacturing,Consumer Discretionary
OWLS,Software - Infrastructure,Technology
ITRG,Other Precious Metals & Mining,Materials
MLR,Auto Parts,Consumer Discretionary
TRC,Conglomerates,Industrials
FWRD,Integrated Freight & Logistics,Industrials
CWCO,Utilities - Regulated Water,Utilities
MCS,Entertainment,Communication Services
CPS,Auto Parts,Consumer Discretionary
BALY,Resorts & Casinos,Consumer Discretionary
REAX,Real Estate Services,Real Estate
PD,Software - Application,Technology
UNTY,Banks - Regional,Financials
EMBC,Medical Instruments & Supplies,Healthcare
CARE,Banks - Regional,Financials
CEVA,Semiconductors,Technology
AMBQ,Semiconductors,Technology
INN,REIT - Hotel & Motel,Real Estate
BETR,Mortgage Finance,Financials
MCTA,Medical Care Facilities,Healthcare
FFIC,Banks - Regional,Financials
CBIO,Biotechnology,Healthcare
WTI,Oil & Gas Exploration & Production,Energy
CODI,Conglomerates,Industrials
NGS,Oil & Gas Equipment & Services,Energy
NKLR,Utilities - Regulated Electric,Utilities
NWAX,Shell Companies,Financials
IRWD,Drug Manufacturers - Specialty & Generic,Healthcare
PRTA,Biotechnology,Healthcare
NRIM,Banks - Regional,Financials
CTNM,Biotechnology,Healthcare
GPRK,Oil & Gas Exploration & Production,Energy
CNNE,Restaurants,Consumer Discretionary
RDVT,Software - Application,Technology
RMR,Real Estate Services,Real Estate
AQST,Drug Manufacturers - Specialty & Generic,Healthcare
BWMN,Engineering & Construction,Industrials
UROY,Uranium,Energy
ACRS,Biotechnology,Healthcare
ACNB,Banks - Regional,Financials
YEXT,Software - Infrastructure,Technology
ZKH,Internet Retail,Consumer Discretionary
FLGT,Diagnostics & Research,Healthcare
BMBL,Internet Content & Information,Communication Services
ECC,Asset Management,Financials
KFRC,Staffing & Employment Services,Industrials
BWB,Banks - Regional,Financials
PROK,Biotechnology,Healthcare
GEMI,Capital Markets,Financials
MLAA,Shell Companies,Financials
FFWM,Banks - Regional,Financials
JOUT,Leisure,Consumer Discretionary
ALTI,Asset Management,Financials
LRMR,Biotechnology,Healthcare
DCBO,Software - Application,Technology
BBNX,Medical Devices,Healthcare
RIGL,Biotechnology,Healthcare
FDMT,Biotechnology,Healthcare
IMXI,Software - Infrastructure,Technology
FPI,REIT - Specialty,Real Estate
CBNK,Banks - Regional,Financials
KRSP,Shell Companies,Financials
CRD.B,Insurance Brokers,Financials
BBW,Specialty Retail,Consumer Discretionary
MVST,Auto Parts,Consumer Discretionary
CVGW,Food Distribution,Consumer Staples
UPB,Biotechnology,Healthcare
HKD,Software - Application,Technology
KYTX,Biotechnology,Healthcare
HBCP,Banks - Regional,Financials
LEGH,Residential Construction,Consumer Discretionary
ADCT,Biotechnology,Healthcare
GDYN,Information Technology Services,Technology
CRD.A,Insurance Brokers,Financials
ANSC,Shell Companies,Financials
OLP,REIT - Diversified,Real Estate
ACTG,Business Equipment & Supplies,Industrials
MATV,Specialty Chemicals,Materials
CARS,Internet Content & Information,Communication Services
MSBI,Banks - Regional,Financials
DHIL,Asset Management,Financials
HIVE,Capital Markets,Financials
CRAN,Shell Companies,Financials
MNRO,Auto Parts,Consumer Discretionary
CATX,Medical Devices,Healthcare
KRNY,Banks - Regional,Financials
CIVB,Banks - Regional,Financials
KMDA,Drug Manufacturers - Specialty & Generic,Healthcare
OFIX,Medical Devices,Healthcare
MG,Security & Protection Services,Industrials
CCSI,Software - Infrastructure,Technology
GTEN,Shell Companies,Financials
SOHU,Electronic Gaming & Multimedia,Communication Services
LYEL,Biotechnology,Healthcare
APXT,Shell Companies,Financials
FBRX,Biotechnology,Healthcare
SFIX,Apparel Retail,Consumer Discretionary
CCAP,Asset Management,Financials
MLAB,Scientific & Technical Instruments,Technology
LAES,Semiconductors,Technology
QNC,Semiconductors,Technology
GTN,Broadcasting,Communication Services
GOTU,Education & Training Services,Consumer Staples
VREX,Medical Devices,Healthcare
ANGO,Medical Instruments & Supplies,Healthcare
NPCE,Medical Devices,Healthcare
BLMN,Restaurants,Consumer Discretionary
FULC,Biotechnology,Healthcare
RR,Specialty Industrial Machinery,Industrials
VBNK,Banks - Regional,Financials
LDI,Mortgage Finance,Financials
VSTM,Biotechnology,Healthcare
FBIZ,Banks - Regional,Financials
XRN,REIT - Healthcare Facilities,Real Estate
NAUT,Biotechnology,Healthcare
ELA,Luxury Goods,Consumer Discretionary
SFST,Banks - Regional,Financials
SCVL,Apparel Retail,Consumer Discretionary
PANL,Marine Shipping,Industrials
ASMB,Biotechnology,Healthcare
YORW,Utilities - Regulated Water,Utilities
ORN,Engineering & Construction,Industrials
IHRT,Broadcasting,Communication Services
TWI,Farm & Heavy Construction Machinery,Industrials
BSRR,Banks - Regional,Financials
CWBC,Banks - Regional,Financials
IACO,Shell Companies,Financials
MBVI,Shell Companies,Financials
IDR,Gold,Materials
IMMX,Biotechnology,Healthcare
KBON,Shell Companies,Financials
STTK,Biotechnology,Healthcare
SWMR,Aerospace & Defense,Industrials
BDN,REIT - Office,Real Estate
CMCL,Gold,Materials
TRDA,Biotechnology,Healthcare
ESEA,Marine Shipping,Industrials
FVR,REIT - Diversified,Real Estate
BTBT,Capital Markets,Financials
FEIM,Communication Equipment,Technology
ENGN,Biotechnology,Healthcare
GRVY,Electronic Gaming & Multimedia,Communication Services
DBCA,Shell Companies,Financials
GRPN,Internet Content & Information,Communication Services
OBT,Banks - Regional,Financials
KRAQ,Shell Companies,Financials
ABSI,Biotechnology,Healthcare
BLND,Software - Application,Technology
IEAG,Shell Companies,Financials
TRX,Gold,Materials
CHCT,REIT - Healthcare Facilities,Real Estate
DDI,Electronic Gaming & Multimedia,Communication Services
LE,Apparel Retail,Consumer Discretionary
AUNA,Medical Care Facilities,Healthcare
BCAR,Shell Companies,Financials
MTW,Farm & Heavy Construction Machinery,Industrials
BGS,Packaged Foods,Consumer Staples
NATR,Packaged Foods,Consumer Staples
ASTL,Steel,Materials
MESH,Shell Companies,Financials
SPIR,Specialty Business Services,Industrials
ATNI,Telecom Services,Communication Services
LOCO,Restaurants,Consumer Discretionary
WYFI,Software - Application,Technology
CBAN,Banks - Regional,Financials
FRPH,Real Estate Services,Real Estate
EPRX,Biotechnology,Healthcare
NATH,Restaurants,Consumer Discretionary
RNGR,Oil & Gas Equipment & Services,Energy
LAND,REIT - Specialty,Real Estate
CDZI,Utilities - Regulated Water,Utilities
EBS,Drug Manufacturers - Specialty & Generic,Healthcare
KFII,Shell Companies,Financials
RCKT,Biotechnology,Healthcare
VNDA,Biotechnology,Healthcare
AVIR,Biotechnology,Healthcare
COFS,Banks - Regional,Financials
BXC,Industrial Distribution,Industrials
SGU,Oil & Gas Refining & Marketing,Energy
SBC,Consulting Services,Industrials
STRO,Biotechnology,Healthcare
ITIC,Insurance - Specialty,Financials
TDUP,Internet Retail,Consumer Discretionary
BMRC,Banks - Regional,Financials
CIGL,Security & Protection Services,Industrials
MSB,Steel,Materials
RGNX,Biotechnology,Healthcare
MYGN,Diagnostics & Research,Healthcare
CMCO,Farm & Heavy Construction Machinery,Industrials
LSAK,Software - Infrastructure,Technology
LXEO,Biotechnology,Healthcare
VHI,Chemicals,Materials
AURA,Biotechnology,Healthcare
PDLB,Banks - Regional,Financials
MGPI,Beverages - Wineries & Distilleries,Consumer Staples
WTBA,Banks - Regional,Financials
NMRA,Biotechnology,Healthcare
FRBA,Banks - Regional,Financials
CZNC,Banks - Regional,Financials
GLOO,Software - Application,Technology
NPAC,Shell Companies,Financials
PNRG,Oil & Gas Exploration & Production,Energy
ALT,Biotechnology,Healthcare
KIDS,Medical Devices,Healthcare
KREF,REIT - Mortgage,Real Estate
GBLI,Insurance - Property & Casualty,Financials
CCIX,Shell Companies,Financials
LND,Farm Products,Consumer Staples
PTLO,Restaurants,Consumer Discretionary
CLBR,Shell Companies,Financials
CYRX,Integrated Freight & Logistics,Industrials
NRC,Health Information Services,Healthcare
GPAT,Shell Companies,Financials
AIOT,Software - Infrastructure,Technology
PUBM,Software - Application,Technology
ALF,Shell Companies,Financials
MBAV,Shell Companies,Financials
SMC,Oil & Gas Midstream,Energy
IVVD,Biotechnology,Healthcare
NC,Thermal Coal,Energy
PERI,Internet Content & Information,Communication Services
ZKP,Shell Companies,Financials
SUPX,Software - Infrastructure,Technology
MEVO,Shell Companies,Financials
BBCQ,Shell Companies,Financials
CLFD,Communication Equipment,Technology
RDAG,Shell Companies,Financials
CYH,Medical Care Facilities,Healthcare
TACO,Shell Companies,Financials
OOMA,Software - Application,Technology
ISSC,Aerospace & Defense,Industrials
BRBI,Capital Markets,Financials
WENN,Shell Companies,Financials
PRTH,Software - Infrastructure,Technology
AVBC,Banks - Regional,Financials
PACB,Medical Devices,Healthcare
OSPN,Software - Infrastructure,Technology
SIGA,Drug Manufacturers - Specialty & Generic,Healthcare
WEST,Packaged Foods,Consumer Staples
ILPT,REIT - Industrial,Real Estate
GCBC,Banks - Regional,Financials
CDRO,Gambling,Consumer Discretionary
BSVN,Banks - Regional,Financials
GIX,Shell Companies,Financials
CLDT,REIT - Hotel & Motel,Real Estate
ROMA,Consulting Services,Industrials
CV,Medical Devices,Healthcare
RBBN,Software - Application,Technology
GLAD,Asset Management,Financials
GBFH,Banks - Regional,Financials
LCTX,Biotechnology,Healthcare
SHAZ,Information Technology Services,Technology
BOC,Conglomerates,Industrials
XWIN,"Furnishings, Fixtures & Appliances",Consumer Discretionary
BWFG,Banks - Regional,Financials
PLYX,Biotechnology,Healthcare
ISTR,Banks - Regional,Financials
NOA,Oil & Gas Equipment & Services,Energy
TITN,Industrial Distribution,Industrials
XFOR,Biotechnology,Healthcare
ELVA,Electrical Equipment & Parts,Industrials
CMDB,Marine Shipping,Industrials
AII,Insurance - Property & Casualty,Financials
GNE,Utilities - Regulated Electric,Utilities
HACQ,Shell Companies,Financials
DMAC,Biotechnology,Healthcare
GIW,Shell Companies,Financials
MZYX,Shell Companies,Financials
IPSC,Biotechnology,Healthcare
NEXN,Advertising Agencies,Communication Services
ZUMZ,Apparel Retail,Consumer Discretionary
SES,Auto Parts,Consumer Discretionary
OIM,Shell Companies,Financials
FCRS,Shell Companies,Financials
MNPR,Biotechnology,Healthcare
CAEP,Shell Companies,Financials
KNOP,Oil & Gas Midstream,Energy
KELYB,Staffing & Employment Services,Industrials
SRTA,Medical Care Facilities,Healthcare
HTT,Credit Services,Financials
MEC,Metal Fabrication,Industrials
XOMA,Biotechnology,Healthcare
ALOV,Shell Companies,Financials
AKBA,Drug Manufacturers - Specialty & Generic,Healthcare
SDHI,Shell Companies,Financials
VMD,Medical Devices,Healthcare
CCII,Shell Companies,Financials
TACH,Shell Companies,Financials
RBB,Banks - Regional,Financials
CLMB,Electronics & Computer Distribution,Technology
NNDM,Computer Hardware,Technology
PRTC,Biotechnology,Healthcare
IBEX,Information Technology Services,Technology
CAL,Apparel Retail,Consumer Discretionary
ENTA,Biotechnology,Healthcare
CGCT,Shell Companies,Financials
CADL,Biotechnology,Healthcare
DMAA,Shell Companies,Financials
IPCX,Shell Companies,Financials
BNTC,Biotechnology,Healthcare
CBK,Banks - Regional,Financials
KCHV,Shell Companies,Financials
FVRR,Internet Content & Information,Communication Services
ACAA,Shell Companies,Financials
XNET,Software - Infrastructure,Technology
ABAT,Waste Management,Industrials
NPWR,Specialty Industrial Machinery,Industrials
LAB,Medical Devices,Healthcare
BRBS,Banks - Regional,Financials
DVLT,Software - Infrastructure,Technology
APPS,Software - Application,Technology
HLLY,Auto Parts,Consumer Discretionary
ALTO,Specialty Chemicals,Materials
LX,Credit Services,Financials
WILC,Food Distribution,Consumer Staples
SOUL,Shell Companies,Financials
TLNC,Shell Companies,Financials
RPD,Software - Infrastructure,Technology
ONTF,Software - Application,Technology
FCEL,Electrical Equipment & Parts,Industrials
BBCP,Engineering & Construction,Industrials
DNA,Biotechnology,Healthcare
PRE,Diagnostics & Research,Healthcare
OYSE,Shell Companies,Financials
HVT,Home Improvement Retail,Consumer Discretionary
ELLO,Utilities - Renewable,Utilities
BLZR,Shell Companies,Financials
SBXE,Shell Companies,Financials
SORN,Shell Companies,Financials
WEAV,Health Information Services,Healthcare
NUS,Household & Personal Products,Consumer Staples
LTBR,Electrical Equipment & Parts,Industrials
AENT,Entertainment,Communication Services
GASS,Marine Shipping,Industrials
CERS,Medical Devices,Healthcare
NMG,Other Industrial Metals & Mining,Materials
FMAO,Banks - Regional,Financials
HCIC,Shell Companies,Financials
OEC,Specialty Chemicals,Materials
SSP,Broadcasting,Communication Services
QUAD,Specialty Business Services,Industrials
HCMA,Shell Companies,Financials
DSAC,Shell Companies,Financials
PLAY,Entertainment,Communication Services
WNC,Farm & Heavy Construction Machinery,Industrials
SNDL,Beverages - Wineries & Distilleries,Consumer Staples
MCFT,Recreational Vehicles,Consumer Discretionary
CTRN,Apparel Retail,Consumer Discretionary
SAR,Asset Management,Financials
EU,Uranium,Energy
CION,Asset Management,Financials
PSFE,Software - Infrastructure,Technology
ARCI,Shell Companies,Financials
CGC,Drug Manufacturers - Specialty & Generic,Healthcare
ECX,Auto Parts,Consumer Discretionary
NAGE,Biotechnology,Healthcare
SOPH,Health Information Services,Healthcare
AACI,Shell Companies,Financials
BDCI,Shell Companies,Financials
PLBC,Banks - Regional,Financials
HYAC,Shell Companies,Financials
CLYM,Biotechnology,Healthcare
USCB,Banks - Regional,Financials
ISBA,Banks - Regional,Financials
ADV,Advertising Agencies,Communication Services
ADUR,Pollution & Treatment Controls,Industrials
CEPT,Shell Companies,Financials
TLS,Software - Infrastructure,Technology
PBFS,Banks - Regional,Financials
SRZN,Biotechnology,Healthcare
FWDI,Footwear & Accessories,Consumer Discretionary
PALI,Biotechnology,Healthcare
BLUW,Shell Companies,Financials
BEAG,Shell Companies,Financials
PKBK,Banks - Regional,Financials
ARTC,Shell Companies,Financials
REI,Oil & Gas Exploration & Production,Energy
SHMD,Specialty Industrial Machinery,Industrials
ARTNA,Utilities - Regulated Water,Utilities
VOXR,Other Precious Metals & Mining,Materials
SPT,Software - Application,Technology
CUB,Shell Companies,Financials
SIMA,Shell Companies,Financials
VALU,Financial Data & Stock Exchanges,Financials
CD,Capital Markets,Financials
PKOH,Specialty Industrial Machinery,Industrials
DIN,Restaurants,Consumer Discretionary
MLAC,Shell Companies,Financials
LXFR,Specialty Industrial Machinery,Industrials
XRPN,Shell Companies,Financials
TSSI,Information Technology Services,Technology
HNST,Household & Personal Products,Consumer Staples
STRT,Auto Parts,Consumer Discretionary
VCIC,Shell Companies,Financials
FRST,Banks - Regional,Financials
ATII,Shell Companies,Financials
PSBD,Asset Management,Financials
AUTL,Biotechnology,Healthcare
FERA,Shell Companies,Financials
DRDB,Shell Companies,Financials
PACH,Shell Companies,Financials
IMRX,Biotechnology,Healthcare
CEPV,Shell Companies,Financials
MTRX,Engineering & Construction,Industrials
OBA,Shell Companies,Financials
RTAC,Shell Companies,Financials
HELE,Household & Personal Products,Consumer Staples
SZZL,Shell Companies,Financials
GTE,Oil & Gas Exploration & Production,Energy
HYLN,Auto Parts,Consumer Discretionary
ONIT,Mortgage Finance,Financials
KOPN,Electronic Components,Technology
EVOX,Shell Companies,Financials
MAGN,Household & Personal Products,Consumer Staples
CMTG,REIT - Mortgage,Real Estate
CRAQ,Shell Companies,Financials
WSBF,Banks - Regional,Financials
MVBF,Banks - Regional,Financials
NGNE,Biotechnology,Healthcare
NVEC,Semiconductors,Technology
PMTR,Shell Companies,Financials
AVTX,Biotechnology,Healthcare
KOYN,Shell Companies,Financials
PLTS,Software - Application,Technology
FVAV,Shell Companies,Financials
ALDF,Shell Companies,Financials
EWCZ,Household & Personal Products,Consumer Staples
BCML,Banks - Regional,Financials
NWFL,Banks - Regional,Financials
UP,Airports & Air Services,Industrials
POLE,Shell Companies,Financials
JACS,Shell Companies,Financials
RNGT,Shell Companies,Financials
FNLC,Banks - Regional,Financials
SAC,Shell Companies,Financials
PEPG,Biotechnology,Healthcare
USNA,Packaged Foods,Consumer Staples
HCKT,Information Technology Services,Technology
RAC,Shell Companies,Financials
DCTH,Medical Devices,Healthcare
SVAC,Shell Companies,Financials
PCB,Banks - Regional,Financials
GETY,Internet Content & Information,Communication Services
VACI,Shell Companies,Financials
ALCO,Farm Products,Consumer Staples
TVA,Shell Companies,Financials
RZLT,Biotechnology,Healthcare
FUFU,Capital Markets,Financials
PAYS,Software - Infrastructure,Technology
AEAQ,Shell Companies,Financials
HQ,Software - Infrastructure,Technology
IRD,Biotechnology,Healthcare
RLGT,Integrated Freight & Logistics,Industrials
GLSI,Biotechnology,Healthcare
PBYI,Biotechnology,Healthcare
CAQ,Shell Companies,Financials
LEGO,Shell Companies,Financials
LEGO.WS,-,-
VFF,Farm Products,Consumer Staples
SAAQ,Shell Companies,Financials
GRAF,Shell Companies,Financials
LPAA,Shell Companies,Financials
CCRN,Medical Care Facilities,Healthcare
HPP,REIT - Office,Real Estate
MKTW,Financial Data & Stock Exchanges,Financials
LNKB,Banks - Regional,Financials
TSBK,Banks - Regional,Financials
LWAC,Shell Companies,Financials
AVBH,Banks - Regional,Financials
AGCC,Beverages - Wineries & Distilleries,Consumer Staples
LPBB,Shell Companies,Financials
ARMP,Biotechnology,Healthcare
ALLT,Software - Infrastructure,Technology
INV,Asset Management,Financials
FTW,Oil & Gas Exploration & Production,Energy
VHCP,Shell Companies,Financials
OVID,Biotechnology,Healthcare
ITHA,Shell Companies,Financials
BBBY,Specialty Retail,Consumer Discretionary
BTQ,Software - Infrastructure,Technology
TYGO,Solar,Technology
EFTY,Consulting Services,Industrials
OTLY,Packaged Foods,Consumer Staples
GCO,Apparel Retail,Consumer Discretionary
NEWT,Banks - Regional,Financials
PHOE,Engineering & Construction,Industrials
MLP,Real Estate Services,Real Estate
AMRN,Drug Manufacturers - General,Healthcare
BCYC,Biotechnology,Healthcare
KELYA,Staffing & Employment Services,Industrials
PACK,Packaging & Containers,Consumer Discretionary
OFLX,Specialty Industrial Machinery,Industrials
TCI,Real Estate Services,Real Estate
SVC,REIT - Hotel & Motel,Real Estate
BNED,Specialty Retail,Consumer Discretionary
LOKV,Shell Companies,Financials
WEYS,Footwear & Accessories,Consumer Discretionary
BIXI,Shell Companies,Financials
TOYO,Solar,Technology
CABA,Biotechnology,Healthcare
CMII,Shell Companies,Financials
TMTS,Shell Companies,Financials
API,Software - Application,Technology
TROO,Credit Services,Financials
IPFX,Shell Companies,Financials
OTGA,Shell Companies,Financials
CVEO,Lodging,Consumer Discretionary
JENA,Shell Companies,Financials
AVNW,Communication Equipment,Technology
HVMC,Shell Companies,Financials
SVAQ,Shell Companies,Financials
GSRF,Shell Companies,Financials
RM,Credit Services,Financials
ORGO,Drug Manufacturers - Specialty & Generic,Healthcare
CAN,Computer Hardware,Technology
AZ,Software - Application,Technology
PINE,REIT - Retail,Real Estate
NREF,REIT - Mortgage,Real Estate
NBP,Biotechnology,Healthcare
TOI,Medical Care Facilities,Healthcare
NGEN,Biotechnology,Healthcare
ASLE,Airports & Air Services,Industrials
TCPC,Asset Management,Financials
CZFS,Banks - Regional,Financials
PTOR,Shell Companies,Financials
BYND,Packaged Foods,Consumer Staples
IRHO,Shell Companies,Financials
COSO,Banks - Regional,Financials
UCFI,Shell Companies,Financials
KCAC,Shell Companies,Financials
FSTR,Railroads,Industrials
KFS,Auto & Truck Dealerships,Consumer Discretionary
LZM,Other Industrial Metals & Mining,Materials
NHIC,Shell Companies,Financials
IKT,Biotechnology,Healthcare
SI,Medical - Specialties,Healthcare
AACB,Shell Companies,Financials
RCKY,Footwear & Accessories,Consumer Discretionary
CIX,Security & Protection Services,Industrials
BACC,Shell Companies,Financials
RMNI,Software - Application,Technology
LPCV,Shell Companies,Financials
DDD,Computer Hardware,Technology
PNNT,Asset Management,Financials
ADAC,Shell Companies,Financials
ALIT,Software - Application,Technology
SMRT,Software - Application,Technology
EM,Personal Services,Consumer Discretionary
MBI,Insurance - Specialty,Financials
JMSB,Banks - Regional,Financials
GPAC,Shell Companies,Financials
LEGT,Shell Companies,Financials
NCMI,Advertising Agencies,Communication Services
JRVR,Insurance - Specialty,Financials
FSBW,Banks - Regional,Financials
XPOF,Leisure,Consumer Discretionary
NL,Security & Protection Services,Industrials
MTLS,Software - Application,Technology
CTGO,Gold,Materials
XSLL,Shell Companies,Financials
LVWR,Auto Manufacturers,Consumer Discretionary
AMCX,Entertainment,Communication Services
BKTI,Communication Equipment,Technology
TVAI,Shell Companies,Financials
APAD,Shell Companies,Financials
LWAY,Packaged Foods,Consumer Staples
EVC,Advertising Agencies,Communication Services
PAII,Shell Companies,Financials
GLND,-,-
AXIN,Shell Companies,Financials
SITC,REIT - Retail,Real Estate
SENS,Medical Devices,Healthcare
ASPN,Building Products & Equipment,Industrials
FUBO,Broadcasting,Communication Services
CRNC,Software - Application,Technology
SBXD,Shell Companies,Financials
AMTD,Asset Management,Financials
AACO,Shell Companies,Financials
GDEV,Electronic Gaming & Multimedia,Communication Services
GRRR,Software - Infrastructure,Technology
YSG,Household & Personal Products,Consumer Staples
SY,Health Information Services,Healthcare
CNCK,Capital Markets,Financials
AMPY,Oil & Gas Exploration & Production,Energy
SABS,Biotechnology,Healthcare
XCBE,Shell Companies,Financials
ILLU,Shell Companies,Financials
DBI,Footwear & Accessories,Consumer Discretionary
NECB,Banks - Regional,Financials
CLPT,Medical Devices,Healthcare
TTGT,Information Technology Services,Technology
HVII,Shell Companies,Financials
MTAL,Shell Companies,Financials
PDYN,Software - Infrastructure,Technology
AIRO,Aerospace & Defense,Industrials
TII,Other Industrial Metals & Mining,Materials
ALXO,Biotechnology,Healthcare
FVCB,Banks - Regional,Financials
ACIU,Biotechnology,Healthcare
FCCO,Banks - Regional,Financials
RPAY,Software - Infrastructure,Technology
CEPO,Shell Companies,Financials
NERV,Biotechnology,Healthcare
TARA,Biotechnology,Healthcare
DSX,Marine Shipping,Industrials
OPTX,Electronic Components,Technology
SEG,Real Estate Services,Real Estate
DNMX,Shell Companies,Financials
BLFY,Banks - Regional,Financials
ACCO,Business Equipment & Supplies,Industrials
FJET,Aerospace & Defense,Industrials
IONR,Other Industrial Metals & Mining,Materials
FHTX,Biotechnology,Healthcare
SVIV,Shell Companies,Financials
LENZ,Biotechnology,Healthcare
OVLY,Banks - Regional,Financials
ACRE,REIT - Mortgage,Real Estate
BRT,REIT - Residential,Real Estate
EVI,Industrial Distribution,Industrials
AVXL,Biotechnology,Healthcare
VGZ,Gold,Materials
EOLS,Drug Manufacturers - Specialty & Generic,Healthcare
OACC,Shell Companies,Financials
ATGL,Software - Infrastructure,Technology
ANGI,Internet Content & Information,Communication Services
MUZE,Shell Companies,Financials
XPER,Software - Application,Technology
WNEB,Banks - Regional,Financials
JFIN,Internet Content & Information,Communication Services
RXT,Software - Infrastructure,Technology
SLGL,Biotechnology,Healthcare
RXST,Medical Devices,Healthcare
CARL,Health Information Services,Healthcare
CHMG,Banks - Regional,Financials
MPX,Recreational Vehicles,Consumer Discretionary
CTEV,Health Information Services,Healthcare
TG,Metal Fabrication,Industrials
NODK,Insurance - Property & Casualty,Financials
PLMK,Shell Companies,Financials
FACT,Shell Companies,Financials
SSSS,Asset Management,Financials
SCM,Asset Management,Financials
ESOA,Engineering & Construction,Industrials
